1370145683891,44685458fda07a234ec32d6a79b789a7,5,0,false,undefined,undefined,0.0
1370145683891,acd2ed05e021012f381dc894ee26c216,7,0,false,undefined,undefined,0.0
1370145683891,7fdba4b8d72572086fb020c28e903049,10,0,false,undefined,undefined,0.0
1370145683891,f44734ff8c7a8b0fcbda24349de6218b,15,0,false,undefined,undefined,0.0
1370145683891,4186310f4e8bf720b88b17e77497c604,20,0,false,undefined,undefined,0.0
1370145683891,89a6c4bc2efc787965bedb08291d1789,25,0,true,5,false,0.0
1370145683891,0e190a3921d49c330d46efec4677d751,30,0,false,undefined,undefined,0.0
1370145683891,8aeaaaf744ddcdc5b6481acc8109f237,35,0,false,undefined,undefined,0.0
1370145683891,218f2e388a7990156783cc1bd113e539,45,0,false,undefined,undefined,0.0
1370145683891,98dc60b2cda523ffa986fcb9827d8fe5,50,0,false,undefined,undefined,0.0
1370145683891,5259fcc34f8721e11d2e2c8eba6388b6,60,0,false,undefined,undefined,0.0
1370145683891,f8795bd4b9fabad904d37474f2047145,95,0,false,undefined,undefined,0.0
