1370145688233,70e153927cc1cbe847162527074baa1c,10,0,false,undefined,undefined,0.0
1370145688233,d433581404edc8eee8250d638f51c7f5,25,0,false,undefined,undefined,0.0
1370145688233,e76fba8f0cd35079806d1dab52bfb0a7,75,0,false,undefined,undefined,0.0
1370145688233,5ccf5ac0637ae25675cf06682699cff9,89,0,false,undefined,undefined,0.0
1370145688233,edd75d7be77a71a389ad4186a35a536c,100,0,false,undefined,undefined,0.0
1370145688233,c19c6aee4cd20106b25ac75f1791b0ab,500,0,false,undefined,undefined,0.0
1370145688233,819209b3dc3846600c545811eac5f356,5,0,false,undefined,undefined,0.0
1370145688233,0577d3128ac322a16a2cf32cf9249edd,125,0,false,undefined,undefined,0.0
1370145688233,73f82ef1e8f1f966e423651b39c057d0,300,0,false,undefined,undefined,0.0
1370145688233,70afb98aee90187e955e7403fcd2edf1,1000,0,false,undefined,undefined,0.0
1370147808870,819209b3dc3846600c545811eac5f356,5,0,false,,,0.0
1370147808870,70e153927cc1cbe847162527074baa1c,10,0,false,,,0.0
1370147808870,edd75d7be77a71a389ad4186a35a536c,100,0,false,,,0.0
1370147808870,5ccf5ac0637ae25675cf06682699cff9,89,0,false,,,0.0
1370147808870,0577d3128ac322a16a2cf32cf9249edd,125,0,false,,,0.0
1370147808870,d433581404edc8eee8250d638f51c7f5,25,0,false,,,0.0
1370147808870,73f82ef1e8f1f966e423651b39c057d0,300,0,false,,,0.0
1370147808870,c19c6aee4cd20106b25ac75f1791b0ab,500,0,false,,,0.0
1370147808870,e76fba8f0cd35079806d1dab52bfb0a7,75,0,false,,,0.0
1370147808870,70afb98aee90187e955e7403fcd2edf1,1000,0,false,,,0.0
1370147847679,819209b3dc3846600c545811eac5f356,5,0,false,,,0.0
1370147847679,70e153927cc1cbe847162527074baa1c,10,0,false,,,0.0
1370147847679,5ccf5ac0637ae25675cf06682699cff9,89,0,false,,,0.0
1370147847679,edd75d7be77a71a389ad4186a35a536c,100,0,false,,,0.0
1370147847679,0577d3128ac322a16a2cf32cf9249edd,125,0,false,,,0.0
1370147847679,e76fba8f0cd35079806d1dab52bfb0a7,75,0,false,,,0.0
1370147847679,d433581404edc8eee8250d638f51c7f5,25,0,false,,,0.0
1370147847679,73f82ef1e8f1f966e423651b39c057d0,300,0,false,,,0.0
1370147847679,c19c6aee4cd20106b25ac75f1791b0ab,500,0,false,,,0.0
1370147847679,70afb98aee90187e955e7403fcd2edf1,1000,0,false,,,0.0
