1370145687510,ee873c31d956e76df5a396478c309649,25,3,false,undefined,undefined,1820.0
1370145687510,a71ad169c2c8722398412b6842bc4733,35,2,false,undefined,undefined,1820.0
1370145687510,f8f15b44f311ff23dcec51936a86e636,25,1,false,undefined,undefined,1820.0
1370145687510,0168378ae686cfc43829bac6e1e62cb8,125,1,false,undefined,undefined,1820.0
1370145687510,2973ebac7026b001283084b9049aad5e,70,0,false,undefined,undefined,1820.0
1370145687510,5498ada32d30c72d43488767add61eb7,85,1,false,undefined,undefined,1820.0
1370145687510,5dc6fda07db1524665f7b611bc7cdebe,60,0,false,undefined,undefined,1820.0
1370145687510,1c98bb32f199a3ab39f95e4ffd7319a8,15,0,false,undefined,undefined,1820.0
1370145687510,d35a7d8195272b291653bb3981309046,200,1,true,100,false,1820.0
1370145687510,001f1cbe7e20a2b3ed33b4ee1ccec623,150,0,true,100,false,1820.0
1370145687510,1fca00de279a12445936ffb96c9b8cb7,105,1,false,undefined,undefined,1820.0
1370145687510,0ef94d2a29e1b3e52b163052337b6360,200,0,true,200,false,1820.0
1370145687510,55d55ea55164617ebd8b66ba487971d3,5,0,false,undefined,undefined,1820.0
1370145687510,c5436237b7d1120d212ecc43d6fbd40b,250,0,true,100,false,1820.0
1370145687510,e07e1a828a4821017356b44e4a289716,500,1,true,50,false,1820.0
1370145687510,a990e343b1fa42763f20b1cc720ca406,250,2,true,50,false,1820.0
1370145687510,49e98f1c911f0442e62b968563daa3e6,1000,0,true,10,false,1820.0
1370145687510,a0506857b247453d0b639b7de1a7eae6,1500,0,true,15,false,1820.0
1370145687510,318b35d1851193b1fec8bc5054a3b6a6,2500,0,true,5,false,1820.0
1370145687510,694ce86f1403a22158d319f611461b96,5000,0,true,5,false,1820.0
1370145687510,884aa29a8c0e9b30cbf6b72d624ea053,350,0,true,50,false,1820.0
1370145687510,320b9715924729dbc546bf8bb570e225,9900,0,true,5,false,1820.0
1370145687510,fef47fcfbff6307faf91a7eccd095d66,10000,0,true,1,false,1820.0
1370147808993,55d55ea55164617ebd8b66ba487971d3,5,0,false,,,1820.0
1370147808993,1c98bb32f199a3ab39f95e4ffd7319a8,15,0,false,,,1820.0
1370147808993,ee873c31d956e76df5a396478c309649,25,3,false,,,1820.0
1370147808993,f8f15b44f311ff23dcec51936a86e636,25,1,false,,,1820.0
1370147808993,a71ad169c2c8722398412b6842bc4733,35,2,false,,,1820.0
1370147808993,5dc6fda07db1524665f7b611bc7cdebe,60,0,false,,,1820.0
1370147808993,2973ebac7026b001283084b9049aad5e,70,0,false,,,1820.0
1370147808993,5498ada32d30c72d43488767add61eb7,85,1,false,,,1820.0
1370147808993,1fca00de279a12445936ffb96c9b8cb7,105,1,false,,,1820.0
1370147808993,0168378ae686cfc43829bac6e1e62cb8,125,1,false,,,1820.0
1370147808993,001f1cbe7e20a2b3ed33b4ee1ccec623,150,0,true,100,false,1820.0
1370147808993,d35a7d8195272b291653bb3981309046,200,1,true,100,false,1820.0
1370147808993,0ef94d2a29e1b3e52b163052337b6360,200,0,true,200,false,1820.0
1370147808993,c5436237b7d1120d212ecc43d6fbd40b,250,0,true,100,false,1820.0
1370147808993,a990e343b1fa42763f20b1cc720ca406,250,2,true,50,false,1820.0
1370147808993,884aa29a8c0e9b30cbf6b72d624ea053,350,0,true,50,false,1820.0
1370147808993,e07e1a828a4821017356b44e4a289716,500,1,true,50,false,1820.0
1370147808993,49e98f1c911f0442e62b968563daa3e6,1000,0,true,10,false,1820.0
1370147808993,a0506857b247453d0b639b7de1a7eae6,1500,0,true,15,false,1820.0
1370147808993,318b35d1851193b1fec8bc5054a3b6a6,2500,0,true,5,false,1820.0
1370147808993,694ce86f1403a22158d319f611461b96,5000,0,true,5,false,1820.0
1370147808993,320b9715924729dbc546bf8bb570e225,9900,0,true,5,false,1820.0
1370147808993,fef47fcfbff6307faf91a7eccd095d66,10000,0,true,1,false,1820.0
1370147847916,55d55ea55164617ebd8b66ba487971d3,5,0,false,,,1820.0
1370147847916,1c98bb32f199a3ab39f95e4ffd7319a8,15,0,false,,,1820.0
1370147847916,ee873c31d956e76df5a396478c309649,25,3,false,,,1820.0
1370147847916,f8f15b44f311ff23dcec51936a86e636,25,1,false,,,1820.0
1370147847916,a71ad169c2c8722398412b6842bc4733,35,2,false,,,1820.0
1370147847916,5dc6fda07db1524665f7b611bc7cdebe,60,0,false,,,1820.0
1370147847916,2973ebac7026b001283084b9049aad5e,70,0,false,,,1820.0
1370147847916,5498ada32d30c72d43488767add61eb7,85,1,false,,,1820.0
1370147847916,1fca00de279a12445936ffb96c9b8cb7,105,1,false,,,1820.0
1370147847916,0168378ae686cfc43829bac6e1e62cb8,125,1,false,,,1820.0
1370147847916,001f1cbe7e20a2b3ed33b4ee1ccec623,150,0,true,100,false,1820.0
1370147847916,d35a7d8195272b291653bb3981309046,200,1,true,100,false,1820.0
1370147847916,0ef94d2a29e1b3e52b163052337b6360,200,0,true,200,false,1820.0
1370147847916,c5436237b7d1120d212ecc43d6fbd40b,250,0,true,100,false,1820.0
1370147847916,a990e343b1fa42763f20b1cc720ca406,250,2,true,50,false,1820.0
1370147847916,884aa29a8c0e9b30cbf6b72d624ea053,350,0,true,50,false,1820.0
1370147847916,e07e1a828a4821017356b44e4a289716,500,1,true,50,false,1820.0
1370147847916,49e98f1c911f0442e62b968563daa3e6,1000,0,true,10,false,1820.0
1370147847916,a0506857b247453d0b639b7de1a7eae6,1500,0,true,15,false,1820.0
1370147847916,318b35d1851193b1fec8bc5054a3b6a6,2500,0,true,5,false,1820.0
1370147847916,694ce86f1403a22158d319f611461b96,5000,0,true,5,false,1820.0
1370147847916,320b9715924729dbc546bf8bb570e225,9900,0,true,5,false,1820.0
1370147847916,fef47fcfbff6307faf91a7eccd095d66,10000,0,true,1,false,1820.0
1370148448094,55d55ea55164617ebd8b66ba487971d3,5,0,false,,,1820.0
1370148448094,1c98bb32f199a3ab39f95e4ffd7319a8,15,0,false,,,1820.0
1370148448094,f8f15b44f311ff23dcec51936a86e636,25,1,false,,,1820.0
1370148448094,ee873c31d956e76df5a396478c309649,25,3,false,,,1820.0
1370148448094,a71ad169c2c8722398412b6842bc4733,35,2,false,,,1820.0
1370148448094,5dc6fda07db1524665f7b611bc7cdebe,60,0,false,,,1820.0
1370148448094,5498ada32d30c72d43488767add61eb7,85,1,false,,,1820.0
1370148448094,2973ebac7026b001283084b9049aad5e,70,0,false,,,1820.0
1370148448094,1fca00de279a12445936ffb96c9b8cb7,105,1,false,,,1820.0
1370148448094,0168378ae686cfc43829bac6e1e62cb8,125,1,false,,,1820.0
1370148448094,001f1cbe7e20a2b3ed33b4ee1ccec623,150,0,true,100,false,1820.0
1370148448094,d35a7d8195272b291653bb3981309046,200,1,true,100,false,1820.0
1370148448094,0ef94d2a29e1b3e52b163052337b6360,200,0,true,200,false,1820.0
1370148448094,c5436237b7d1120d212ecc43d6fbd40b,250,0,true,100,false,1820.0
1370148448094,a990e343b1fa42763f20b1cc720ca406,250,2,true,50,false,1820.0
1370148448094,884aa29a8c0e9b30cbf6b72d624ea053,350,0,true,50,false,1820.0
1370148448094,e07e1a828a4821017356b44e4a289716,500,1,true,50,false,1820.0
1370148448094,49e98f1c911f0442e62b968563daa3e6,1000,0,true,10,false,1820.0
1370148448094,a0506857b247453d0b639b7de1a7eae6,1500,0,true,15,false,1820.0
1370148448094,318b35d1851193b1fec8bc5054a3b6a6,2500,0,true,5,false,1820.0
1370148448094,694ce86f1403a22158d319f611461b96,5000,0,true,5,false,1820.0
1370148448094,320b9715924729dbc546bf8bb570e225,9900,0,true,5,false,1820.0
1370148448094,fef47fcfbff6307faf91a7eccd095d66,10000,0,true,1,false,1820.0
