1370145687469,6b6e07f934b5c20b77ea98cce071d64c,15,1,false,undefined,undefined,255.0
1370145687469,09c8b9098eca3c8b04b04e07306c5bf4,5,0,false,undefined,undefined,255.0
1370145687469,df397a87972e94067d01fee01243f46c,1,0,false,undefined,undefined,255.0
1370145687469,f51af6c8f57922f7bb90805b6c6cf268,20,0,false,undefined,undefined,255.0
1370145687469,40476dfbf568171f94edec71fd41ea0e,30,1,false,undefined,undefined,255.0
1370145687469,5ba2bad74af16fdb699a4c78f83cf3d3,50,0,false,undefined,undefined,255.0
1370145687469,a3d3f08e68ac7c0eaee3ff8acbec724f,10,1,false,undefined,undefined,255.0
1370145687469,ea55a048e8cf5a3bb5d55aba25164970,75,0,false,undefined,undefined,255.0
1370145687469,1af37464881db8e06c193c1e319b5494,90,0,false,undefined,undefined,255.0
1370145687469,661d7bfd087b38a3b796239f00c88573,100,2,true,10,false,255.0
1370145687469,950607de6a21517eff8a2f8846e7487d,150,0,false,undefined,undefined,255.0
1370145687469,49a712b5e144cd4bfe786a23c83c292f,250,0,false,undefined,undefined,255.0
1370145687469,c84ebe535979d5ca6c5d0acfe10d8a8a,500,0,false,undefined,undefined,255.0
1370145687469,227216291dc90c2a7a356728f713c0ae,800,0,false,undefined,undefined,255.0
1370145687469,1376b25c9dea8eda58575b297cea16f5,1000,0,false,undefined,undefined,255.0
1370145687469,b665a7e42fd167132af63f9cba8de08d,25,0,false,undefined,undefined,255.0
1370145687469,132bef85fc164f49f09f46b9f88679b0,1500,0,false,undefined,undefined,255.0
1370145687469,a3580cd14388298c0c9736e1d8360769,40,0,false,undefined,undefined,255.0
1370145687469,c8ceeb3bce66bd707ab568c434c8cc44,2000,0,false,undefined,undefined,255.0
1370145687469,71d8c887e8995f9c2c69224de6f6874b,5000,0,false,undefined,undefined,255.0
1370145687469,775adbe432cc612532441d2b5b64f733,9000,0,false,undefined,undefined,255.0
1370145687469,bd0ac5a6438643bf71ee2d9141af20be,10000,0,false,undefined,undefined,255.0
